TCSC,MAV,STE,MEA,Shannon_ent,sample_ent,band_power,segment_energy,skewness,kurtosis,std_dev,rhythm
10,0.23,1459.756,1324.967,3.356,0.382,0.00162,121.77304,2.1715,8.9791,0.3596,0
10,0.262,1432.804,1306.568,3.491,0.364,0.003143,149.742102,2.0593,9.6342,0.4074,0
10,0.216,1415.067,1297.11,3.393,0.349,0.0015,106.708777,2.2416,9.9331,0.34,0
9,0.208,1416.146,1304.423,2.96,0.372,0.001527,114.052696,2.7426,12.3795,0.3445,0
8,0.194,1413.525,1309.504,3.18,0.269,0.002336,110.314658,2.8388,13.5227,0.3406,0
12,0.241,1429.337,1302.019,3.741,0.387,0.001741,129.600218,2.1678,9.5994,0.3651,0
10,0.23,1423.149,1301.244,3.615,0.418,0.002163,124.034684,2.307,11.0353,0.3545,0
15,0.321,1492.101,1335.693,3.469,0.411,0.010937,227.79268,1.6855,6.419,0.4758,0
24,0.369,1545.267,1340.356,3.983,0.457,0.017673,229.711991,0.6123,3.2149,0.472,1
26,0.56,1836.326,1543.208,4.541,0.456,0.087407,511.642084,0.0507,2.3193,0.6828,1
28,0.581,1632.8,1386.434,4.954,0.438,0.078757,550.588477,-0.4433,2.8457,0.7099,1
21,0.226,1518.093,1344.414,3.611,0.225,0.004191,113.984189,0.5154,5.1883,0.3217,1
25,0.137,1625.917,1401.398,3.159,0.349,0.000409,32.667294,1.2266,3.9567,0.178,1
26,0.543,1855.441,1544.428,4.255,0.267,0.100405,444.91896,0.4313,2.1092,0.6435,1
25,0.572,1850.069,1550.88,4.623,0.344,0.146782,519.646579,0.0084,2.3732,0.6866,1
22,0.179,1704.772,1441.841,4.72,0.35,0.001164,54.906952,-0.8282,2.8591,0.2222,1
28,0.321,1783.545,1500.852,5.061,0.275,0.01356,170.203158,-0.3315,2.6104,0.3918,1
26,0.593,1886.88,1554.187,4.6,0.376,0.146003,519.018904,0.1459,1.8901,0.6828,1
27,0.494,1763.175,1471.647,4.298,0.54,0.081423,397.821223,0.3353,2.2575,0.5934,1
26,0.33,1630.462,1392.351,4.192,0.583,0.017344,191.039985,0.7225,3.162,0.4144,1
23,0.319,1656.096,1405.477,4.503,0.557,0.015051,181.840817,0.428,2.7046,0.3987,1
25,0.374,1701.927,1427.589,4.44,0.583,0.032526,230.445816,0.3836,2.4394,0.451,1
26,0.274,1711.636,1442.929,4.354,0.59,0.007449,128.597432,0.3385,2.6099,0.3368,1
22,0.459,1614.011,1371.344,4.23,0.594,0.04972,357.295065,0.3959,2.6456,0.5573,1
24,0.402,1693.669,1420.276,4.649,0.622,0.036764,271.370381,0.1906,2.3418,0.4833,1
24,0.401,1893.166,1580.401,4.562,0.578,0.033307,261.829621,0.115,2.167,0.4739,1
22,0.461,1756.215,1480.43,4.428,0.601,0.061518,378.585927,0.2638,2.5542,0.5712,1
22,0.441,1729.407,1441.516,4.641,0.584,0.0353,319.026037,0.2848,2.2223,0.5231,1
23,0.42,1708.409,1431.784,4.545,0.567,0.043388,301.103575,0.2013,2.4293,0.5054,1
20,0.38,1735.279,1452.021,4.726,0.599,0.020871,244.887359,0.1824,2.3824,0.4569,1
19,0.482,1838.348,1536.576,4.389,0.55,0.064327,396.692813,0.2644,2.2642,0.5785,1
21,0.427,1783.284,1505.673,4.66,0.592,0.042483,330.940031,0.1216,2.5922,0.5281,1
21,0.399,1807.498,1514.557,4.563,0.57,0.038599,276.203332,0.1586,2.3022,0.4851,1
19,0.45,1785.858,1496.214,4.521,0.561,0.057144,358.502983,0.226,2.3341,0.5472,1
20,0.454,1778.4,1482.51,4.756,0.565,0.054898,349.811564,0.0214,2.2808,0.542,1
19,0.465,1838.538,1544.786,4.34,0.539,0.042579,381.973391,0.2691,2.2688,0.5684,1
20,0.335,1719.46,1451.372,4.665,0.586,0.013344,204.33102,0.1999,2.6116,0.4158,1
22,0.354,1787.758,1491.857,4.435,0.58,0.010739,210.287045,0.3154,2.2618,0.4247,1
19,0.371,1724.473,1449.028,4.786,0.516,0.018323,240.644365,0.2054,2.5064,0.4525,1
17,0.341,1656.69,1413.423,4.266,0.533,0.01573,220.462769,0.5424,3.0708,0.4337,1
18,0.392,1662.402,1409.8,4.501,0.576,0.028724,275.639295,0.4542,2.9069,0.4831,1
21,0.294,1671.799,1410.615,4.41,0.54,0.004546,151.705541,0.3911,2.5903,0.3593,1
20,0.467,1713.246,1439.441,4.567,0.552,0.058966,378.090187,0.4011,2.522,0.567,1
22,0.386,1566.597,1351.387,4.275,0.578,0.030336,270.388477,0.6849,3.645,0.4823,1
21,0.352,1634.688,1384.52,4.435,0.567,0.011053,213.22667,0.3066,2.8026,0.4257,1
21,0.394,1730.573,1459.477,4.639,0.607,0.026702,277.810402,0.2382,2.6178,0.4866,1
22,0.403,1568.897,1347.136,4.893,0.58,0.02147,282.541964,0.1712,3.0768,0.4929,0
17,0.455,1529.561,1344.39,4.221,0.567,0.040812,412.973829,0.7799,5.1106,0.6134,0
21,0.417,1713.2,1433.254,4.716,0.593,0.023018,293.009581,0.2258,2.2857,0.5003,1
23,0.403,1581.997,1357.15,4.397,0.595,0.032257,284.664172,0.5321,3.1716,0.4985,1
21,0.406,1642.226,1386.919,4.5,0.59,0.028217,281.61327,0.331,2.4957,0.4901,1
19,0.322,1712.685,1454.71,4.62,0.55,0.012931,192.808276,0.3516,2.7901,0.4091,1
22,0.334,1866.381,1557.83,4.582,0.589,0.012316,186.437135,0.166,2.1356,0.3994,1
24,0.427,1826.234,1527.346,4.353,0.583,0.045362,300.596698,0.4171,2.3153,0.5124,1
24,0.455,1794.32,1507.856,4.193,0.576,0.050275,354.73367,0.4587,2.4056,0.5576,1
24,0.533,1898.673,1575.676,4.171,0.536,0.085716,449.42016,0.4523,1.9973,0.6227,1
19,0.326,1676.527,1418.858,4.452,0.574,0.01517,187.477151,0.1969,2.775,0.4035,1
22,0.38,1684.486,1417.766,4.72,0.608,0.025826,246.826765,0.0526,2.5065,0.4611,1
23,0.313,1663.219,1408.582,4.7,0.611,0.009191,173.085741,0.1818,2.7553,0.387,1
24,0.32,1796.977,1495.572,4.609,0.587,0.012098,167.815496,0.0873,2.2314,0.38,1
24,0.347,1632.022,1389.408,4.663,0.599,0.018996,214.776108,0.1154,2.8329,0.4337,1
26,0.297,1798.393,1513.838,4.62,0.597,0.005628,152.100232,0.0513,2.5041,0.3641,1
22,0.412,1823.998,1523.713,4.717,0.62,0.029487,282.369406,0.04,2.2806,0.4936,1
23,0.363,1838.136,1531.51,4.573,0.603,0.017408,215.522762,0.0816,2.1427,0.4333,1
25,0.376,1771.267,1475.826,4.405,0.591,0.025806,231.073821,0.2039,2.2396,0.4487,1
25,0.478,1831.405,1525.952,4.415,0.561,0.079809,372.258231,0.2291,2.196,0.569,1
26,0.319,1833.283,1545.851,4.789,0.597,0.011512,177.192042,-0.0524,2.427,0.392,1
25,0.514,1774,1490.025,4.184,0.551,0.111955,449.576765,0.359,2.4882,0.627,1
23,0.506,1623.768,1386.08,4.408,0.564,0.095656,453.337307,0.5252,3.1919,0.6303,1
20,0.425,1675.597,1425.873,4.144,0.559,0.050929,325.380332,0.6058,3.0276,0.5373,1
24,0.377,1768.261,1485.466,4.702,0.621,0.019732,240.462889,0.0438,2.5005,0.4599,1
22,0.385,1848.714,1539.418,4.547,0.61,0.025461,244.313675,0.0892,2.1249,0.4585,1
24,0.396,1802.176,1493.948,4.662,0.592,0.022645,251.236669,0.0934,2.0855,0.4661,1
25,0.363,1698.315,1430.533,4.261,0.584,0.016997,225.406014,0.3691,2.6361,0.4428,1
24,0.376,1733.638,1452,4.673,0.605,0.018003,237.332006,0.1134,2.3535,0.4547,1
24,0.508,1688.363,1427.984,4.088,0.563,0.098855,448.291302,0.5277,2.803,0.6281,1
26,0.416,1598.362,1371.838,4.093,0.566,0.038823,311.719538,0.716,3.5544,0.5209,1
23,0.375,1663.533,1413.451,4.527,0.587,0.019698,252.343691,0.2637,2.922,0.4694,1
25,0.494,1808.545,1508.164,4.166,0.595,0.060827,402.614207,0.3475,2.2541,0.5906,1
24,0.443,1667.182,1412.222,4.391,0.565,0.044254,343.5411,0.4227,2.805,0.5481,1
23,0.465,1739.63,1456.562,4.31,0.583,0.05477,363.09534,0.3588,2.3893,0.5623,1
23,0.385,1635.491,1393.616,4.529,0.589,0.02306,269.12137,0.3426,2.868,0.4842,1
27,0.405,1663.717,1401.819,4.742,0.587,0.024521,270.849182,0.2939,2.5211,0.4893,1
25,0.445,1690.026,1427.795,4.278,0.584,0.041945,342.139335,0.5133,2.8021,0.5471,1
25,0.438,1780.528,1487.881,4.5,0.598,0.04224,323.418937,0.2116,2.2189,0.5294,1
24,0.524,1728.453,1440.643,4.534,0.586,0.069693,440.998266,0.3513,2.3032,0.6189,1
23,0.441,1676.618,1414.896,4.267,0.597,0.045221,334.586552,0.5192,2.651,0.539,1
26,0.371,1590.183,1360.592,4.481,0.624,0.018671,239.995448,0.3387,2.9121,0.4578,1
24,0.465,1587.921,1364.762,4.436,0.574,0.05696,393.29831,0.503,3.1598,0.5876,1
26,0.453,1816.394,1510.706,4.546,0.599,0.03245,326.024731,0.2797,2.2191,0.5362,1
24,0.436,1782.045,1497.619,4.442,0.609,0.030362,323.696333,0.3404,2.5171,0.5314,1
23,0.437,1717.745,1440.667,4.51,0.608,0.031746,322.153783,0.2452,2.3768,0.53,1
27,0.404,1800.806,1498.985,4.629,0.583,0.021174,264.672089,0.1972,2.2557,0.4789,1
23,0.377,1614.156,1378.053,4.417,0.577,0.017351,256.920135,0.4003,2.8295,0.4729,1
23,0.279,1664.205,1414.239,4.471,0.591,0.005852,138.364067,0.1405,2.9768,0.3487,1
24,0.351,1611.926,1381.129,4.21,0.57,0.014592,228.576697,0.465,3.1747,0.4466,1
26,0.371,1725.15,1456.186,4.455,0.513,0.018636,241.818149,0.1975,2.542,0.4622,1
21,0.376,1678.156,1434.581,4.291,0.574,0.025401,269.554787,0.4758,3.2526,0.4832,1
20,0.324,1574.293,1355.902,4.274,0.563,0.010313,192.884866,0.5012,3.2348,0.4081,1
22,0.376,1806.161,1519.765,4.666,0.591,0.015866,246.921443,0.1701,2.482,0.4601,1
22,0.298,1654.934,1402.329,4.515,0.537,0.007232,157.374356,0.2877,2.6778,0.3696,1
21,0.287,1643.978,1397.514,4.48,0.586,0.005413,145.212051,0.3435,2.8594,0.3568,1
27,0.357,1760.193,1483.429,4.474,0.605,0.013831,224.498639,0.1383,2.5609,0.4405,1
22,0.419,1676.587,1418.453,4.364,0.577,0.031751,311.753196,0.5202,2.7733,0.5176,1
23,0.3,1727.897,1447.051,4.466,0.608,0.006805,152.723707,0.1765,2.3552,0.363,1
22,0.432,1820.552,1509.572,4.815,0.573,0.032886,304.839392,0.0679,2.0919,0.5084,1
20,0.307,1813.784,1523.299,4.213,0.547,0.007948,165.130979,0.1462,2.3543,0.3755,1
24,0.269,1708.736,1434.788,4.506,0.588,0.004164,124.101808,0.0244,2.3519,0.3279,1
22,0.313,1790.154,1493.411,4.332,0.584,0.009007,165.181191,0.1536,2.2499,0.3751,1
23,0.309,1715.289,1445.176,4.671,0.559,0.007049,165.798704,-0.0833,2.614,0.3789,1
25,0.281,1666.996,1409.857,4.607,0.617,0.005921,139.727123,-0.0195,2.6724,0.3465,1
19,0.366,1752.829,1463.149,4.64,0.583,0.019879,229.278839,0.0413,2.2387,0.4398,1
17,0.319,1586.181,1358.458,4.26,0.551,0.01363,181.421111,0.4145,2.9546,0.3931,1
24,0.24,1691.436,1428.289,4.188,0.624,0.00303,101.271008,0.0854,2.6954,0.2959,1
19,0.322,1687.019,1411.73,4.602,0.535,0.009899,170.101745,0.0251,2.2837,0.382,1
24,0.282,1691.129,1454.484,4.582,0.546,0.008147,162.782829,-0.3704,3.3772,0.3703,1
24,0.319,1785.972,1488.864,4.608,0.558,0.009208,167.288683,0.2934,2.3012,0.3789,1
20,0.254,1645.327,1396.911,4.231,0.585,0.004209,114.986869,0.4328,2.853,0.3148,1
24,0.255,1776.591,1481.923,4.763,0.548,0.002945,108.40231,-0.213,2.3473,0.3038,1
27,0.201,1690.63,1440.04,4.234,0.609,0.001295,75.200973,-0.0983,3.0931,0.2546,1
19,0.306,1781.334,1485.843,4.468,0.552,0.00797,158.12432,-0.0304,2.241,0.3667,1
20,0.232,1605.193,1371.954,4.348,0.563,0.002943,95.621669,-0.0415,3.102,0.2878,1
22,0.242,1565.194,1357.182,4.162,0.564,0.003401,113.804664,0.1216,4.0737,0.312,1
22,0.243,1626.628,1389.387,4.321,0.595,0.003794,108.628924,0.2984,3.1921,0.3055,1
19,0.236,1573.32,1350.364,4.357,0.583,0.00209,99.097113,0.2437,2.8995,0.2912,1
20,0.338,1687.141,1427.007,4.365,0.53,0.013063,208.676419,0.1856,2.7329,0.4187,1
25,0.203,1714.035,1457.472,3.984,0.568,0.001295,75.281373,0.2494,2.8881,0.2578,1
18,0.277,1703.497,1438.083,4.343,0.593,0.005333,138.811679,0.3986,2.634,0.3417,1
24,0.271,1817.002,1517.806,4.263,0.599,0.002998,121.79536,0.0253,2.2852,0.3247,1
22,0.238,1777.38,1496.419,4.334,0.564,0.002295,101.407804,-0.0268,2.5282,0.2927,1
20,0.243,1683.68,1415.635,4.32,0.606,0.002801,100.897641,0.1066,2.3899,0.2953,1
20,0.229,1756.225,1492.318,4.15,0.561,0.002321,100.892452,0.1445,2.6776,0.2918,1
19,0.296,1643.871,1397.253,4.735,0.551,0.004,158.977741,-0.2403,2.8517,0.3678,1
22,0.273,1711.426,1452.515,4.678,0.549,0.005488,135.733767,-0.4117,2.9882,0.3416,1
19,0.257,1581.874,1366.305,4.363,0.576,0.003542,128.718532,0.2022,3.6833,0.3319,1
25,0.231,1733.872,1462.621,4.296,0.593,0.001569,93.828216,0.2218,2.6716,0.285,1
18,0.24,1531.801,1334.532,3.959,0.56,0.002571,108.518778,0.757,4.2251,0.3045,1
19,0.253,1625.122,1393.357,4.423,0.553,0.004336,125.737322,-0.0882,3.248,0.3245,1
19,0.231,1625.018,1389.938,4.317,0.549,0.003349,99.989728,-0.396,3.1035,0.2923,1
21,0.219,1740.826,1464.574,4.215,0.593,0.001809,82.635048,0.0044,2.6122,0.2678,1
25,0.235,1711.493,1445.46,4.383,0.564,0.002242,96.098995,0.0578,2.7563,0.2897,1
19,0.253,1707.125,1449.054,4.575,0.546,0.00455,121.426147,-0.1434,2.8553,0.319,1
17,0.265,1653.813,1406.217,4.548,0.523,0.003434,132.630956,-0.1134,2.8297,0.333,1
24,0.209,1707.133,1440.452,4.631,0.587,0.001364,78.792216,-0.3954,2.6519,0.259,1
16,0.229,1718.772,1466.902,4.431,0.546,0.002486,98.164656,-0.0404,3.1256,0.292,1
19,0.207,1738.953,1467.276,4.155,0.541,0.001169,79.528764,0.0327,2.6928,0.2546,1
20,0.187,1727.522,1462.939,4.124,0.573,0.001087,63.33419,0.0463,2.8434,0.2323,1
8,0.26,1392.494,1281.506,4.014,0.567,0.003993,154.18514,1.8139,12.6919,0.3764,0
21,0.222,1740.117,1468.551,4.388,0.592,0.002174,88.607401,-0.2604,2.6571,0.2749,1
11,0.477,1522.031,1356.102,3.976,0.434,0.067535,555.235102,1.3715,6.013,0.704,0
8,0.242,1409.729,1286.928,3.702,0.568,0.003551,131.07574,1.7415,9.7023,0.342,1
24,0.267,1691.561,1434.365,4.629,0.599,0.002485,129.894204,-0.4955,2.7675,0.3347,1
20,0.223,1630.138,1395.569,4.187,0.57,0.001741,86.956234,0.1881,3.2473,0.2844,1
17,0.313,1568.039,1376.021,4.417,0.505,0.005552,221.433798,-0.1095,4.9092,0.4337,0
9,0.631,1619.63,1414.305,3.263,0.373,0.146596,817.949182,1.3247,4.4779,0.8686,0
20,0.339,1625.634,1393.399,4.475,0.553,0.004258,167.463531,0.4972,2.9937,0.4362,0
14,1.175,2012.568,1723.543,4.015,0.225,0.474286,1663.296212,0.1652,1.9786,1.4477,0
22,1.086,1775.553,1477.978,3.786,0.266,0.556107,1551.686995,0.014,2.2011,1.2909,0
30,0.963,1809.058,1512.476,4.057,0.36,0.205867,1210.339452,-0.0592,2.2468,1.1639,0
15,0.745,1563.569,1371.007,3.311,0.288,0.198925,1196.988441,0.8661,4.1277,1.0503,0
8,0.343,1497.346,1332.827,4.421,0.375,0.009688,237.437981,0.1706,6.5287,0.485,0
10,0.078,1415.961,1301.256,3.451,0.422,0.000067,16.952518,2.0508,11.1676,0.1259,0
13,0.08,1444.704,1318.475,3.559,0.421,0.000063,18.154938,1.8161,9.2994,0.1293,0
7,0.08,1406.739,1295.613,3.409,0.392,0.000072,18.602993,2.039,11.0039,0.1296,0
13,0.078,1440.737,1311.062,3.379,0.44,0.000061,16.127392,1.5749,8.9094,0.1209,0
15,0.076,1431.398,1303.873,3.437,0.437,0.000053,14.964363,1.5018,8.7102,0.1161,0
17,0.077,1453.368,1317.375,3.431,0.421,0.000057,15.470371,1.4257,8.3383,0.1182,0
15,0.08,1421.456,1298.718,3.265,0.426,0.000059,16.551082,1.6349,9.372,0.1235,0
9,0.079,1422.352,1302.156,3.401,0.457,0.000072,17.389396,1.8974,10.2034,0.1251,0
9,0.079,1421.594,1304.855,3.677,0.445,0.000055,17.80574,2.0339,10.3732,0.1282,0
6,0.079,1412.249,1298.317,3.098,0.466,0.000063,18.165952,2.1478,11.305,0.1278,0
6,0.08,1406.005,1293.681,3.407,0.428,0.000081,17.886517,1.8923,10.5173,0.1274,0
15,0.084,1455.84,1321.395,3.527,0.437,0.00007,18.447528,1.696,8.6536,0.1312,0
14,0.081,1435.415,1306.756,3.416,0.414,0.000071,17.945765,1.536,8.7544,0.1256,0
15,0.082,1442.264,1311.566,3.538,0.395,0.000079,18.009932,1.4391,8.6324,0.1274,0
15,0.084,1454.749,1316.575,3.31,0.417,0.00007,17.880084,1.4365,8.1697,0.127,0
17,0.082,1463.084,1319.342,3.443,0.429,0.000073,16.85686,1.1082,7.2396,0.1225,0
14,0.083,1431.045,1307.724,3.716,0.471,0.000088,18.91468,1.7208,9.7686,0.1313,0
11,0.082,1431.467,1314.523,3.526,0.466,0.000068,20.526143,2.1584,10.6482,0.1371,0
8,0.083,1421.886,1302.417,3.228,0.471,0.000066,18.875417,2.1406,11.0968,0.1314,0
8,0.083,1411.818,1300.187,3.46,0.453,0.000095,20.351618,2.1437,11.4169,0.1367,0
10,0.081,1413.237,1300.028,3.412,0.438,0.000065,19.08407,2.0127,10.3677,0.1331,0
11,0.084,1430.883,1303.743,3.441,0.446,0.000071,18.475643,1.7286,9.4693,0.1286,0
12,0.084,1429.834,1306.711,3.52,0.402,0.000097,19.543195,1.6675,9.6185,0.1337,0
14,0.085,1435.297,1308.096,3.558,0.398,0.000089,19.383348,1.5184,8.7606,0.1328,0
16,0.086,1464.784,1324.763,3.782,0.437,0.000083,19.237047,1.363,7.7843,0.1319,0
10,0.087,1413.78,1298.175,3.649,0.432,0.000104,21.450882,1.7739,10.0592,0.1395,0
14,0.096,1433.777,1304.885,3.29,0.603,0.000094,21.488328,1.9396,9.9143,0.1453,0
8,0.091,1418.3,1299.825,3.594,0.568,0.000097,21.537723,2.0111,10.7877,0.1433,0
10,0.095,1427.61,1307.022,3.605,0.544,0.000118,25.517684,1.9389,9.8021,0.153,0
8,0.087,1431.797,1304.042,3.41,0.577,0.000079,19.496908,1.838,9.69,0.1326,0
12,0.08,1437.577,1310,3.463,0.522,0.000072,17.197156,1.7635,9.6608,0.1248,0
16,0.088,1445.475,1312.048,3.551,0.476,0.000087,19.006307,1.5597,8.8201,0.1338,0
15,0.08,1448.455,1316.267,3.649,0.431,0.00006,16.934584,1.5686,8.5556,0.1248,0
17,0.075,1450.313,1315.016,3.452,0.426,0.000055,14.924113,1.4435,8.3359,0.1153,0
12,0.081,1418.4,1300.806,3.452,0.458,0.000072,17.88999,1.7729,10.3021,0.1289,0
7,0.085,1429.507,1307.898,3.281,0.432,0.000088,20.429187,1.9993,10.5673,0.1361,0
11,0.081,1422.904,1307.355,3.344,0.555,0.000066,19.134306,2.1754,10.8854,0.1337,0
13,0.086,1420.881,1296.897,3.073,0.589,0.000054,16.283834,1.7304,8.9921,0.1293,0
4,0.139,1538.62,1407.108,3.626,0.275,0.000607,32.658734,-0.0206,6.201,0.2461,0
13,0.065,1411.671,1293.155,3.126,0.646,0.000019,9.831879,1.8799,10.7858,0.0989,0
10,0.07,1424.377,1306.116,3.085,0.526,0.00004,13.915781,2.0518,11.0921,0.1129,0
12,0.07,1432.309,1309.389,3.073,0.543,0.000028,12.171591,1.9825,10.1577,0.1115,0
10,0.073,1425.031,1302.687,3.301,0.527,0.000041,14.182054,1.7446,9.802,0.114,0
13,0.081,1441.452,1310.655,3.105,0.529,0.000051,16.197289,1.8411,9.9975,0.1231,0
8,0.079,1423.55,1302.12,3.358,0.483,0.000064,16.465326,1.8979,10.1306,0.1239,0
13,0.084,1446.007,1317.206,3.564,0.565,0.000072,18.856141,1.8199,9.3452,0.1318,0
13,0.081,1419.901,1300.005,3.235,0.538,0.000057,17.04499,1.9379,10.431,0.1261,0
9,0.075,1427.512,1307.383,3.398,0.457,0.000059,15.978429,1.8848,10.3087,0.1206,0
11,0.077,1422.536,1305.196,3.376,0.473,0.000053,17.022283,2.005,10.0927,0.1255,0
11,0.074,1430.92,1305.886,3.126,0.474,0.000044,14.74586,1.8495,9.9681,0.1159,0
13,0.072,1426.085,1305.22,3.298,0.465,0.000049,14.369975,1.8989,10.3268,0.1141,0
14,0.076,1410.188,1294.752,3.616,0.517,0.000057,15.25696,1.7264,10.4305,0.1184,0
12,0.073,1422.216,1305.131,3.261,0.469,0.000043,15.257161,1.9405,10.0995,0.1192,0
10,0.075,1416.37,1299.889,3.275,0.451,0.000053,15.919276,1.9252,10.4889,0.1207,0
13,0.075,1425.32,1304.922,3.08,0.497,0.000054,15.558918,2.007,10.6381,0.1188,0
12,0.07,1416.441,1300.112,3.31,0.501,0.000043,13.581293,1.8715,10.5023,0.112,0
15,0.074,1430.896,1309.738,3.248,0.447,0.000043,15.306264,1.9413,10.0093,0.1191,0
17,0.07,1436.62,1306.514,3.011,0.484,0.000031,12.500946,1.6319,9.0443,0.1065,0
10,0.07,1410.042,1297.386,3.55,0.419,0.000047,14.089704,1.7669,10.4134,0.1139,0
13,0.08,1451.379,1321.652,3.3,0.434,0.000061,17.597971,1.7945,9.1116,0.127,0
13,0.075,1425.575,1303.104,3.378,0.496,0.000052,15.166201,1.729,9.6609,0.1177,0
7,0.078,1416.593,1299.684,3.062,0.445,0.000061,16.965054,2.0707,10.9434,0.124,0
9,0.071,1409.696,1298.405,3.284,0.479,0.000053,14.830018,1.946,10.8371,0.1167,0
10,0.076,1423.672,1304.595,3.422,0.486,0.000046,16.221831,1.9721,9.8595,0.1216,0
9,0.084,1419.82,1299.224,3.492,0.455,0.000078,18.756349,1.7342,9.6181,0.131,0
14,0.074,1438.093,1308.042,3.293,0.45,0.000049,14.520381,1.5514,8.714,0.1136,0
20,0.075,1439.394,1309.254,3.391,0.437,0.000057,14.890259,1.4893,8.5798,0.1161,0
14,0.078,1442.364,1309.757,3.69,0.418,0.000064,16.040797,1.2769,7.9398,0.1201,0
20,0.081,1446.764,1315.549,3.496,0.376,0.000062,17.76605,1.4609,8.2364,0.1272,0
10,0.08,1412.635,1298.1,3.301,0.47,0.000069,17.9,2.034,10.9222,0.1282,0
6,0.085,1405.794,1293.571,3.264,0.436,0.000084,20.104353,2.1206,11.2874,0.1349,0
9,0.08,1409.669,1301.385,3.242,0.46,0.000086,19.679288,2.3088,12.2314,0.135,0
13,0.084,1438.407,1312.109,3.608,0.439,0.000073,19.071658,1.7836,9.3324,0.1326,0
12,0.084,1438.525,1310.635,3.309,0.44,0.000065,18.497737,1.9343,10.2814,0.1294,0
9,0.084,1409.325,1296.076,3.365,0.431,0.000098,19.82961,2.0046,10.9501,0.1343,0
15,0.076,1438.206,1308.163,3.509,0.433,0.000051,14.645776,1.5573,8.6999,0.1162,0
18,0.081,1441.64,1310.23,3.57,0.407,0.00006,17.034051,1.4898,8.206,0.1253,0
12,0.078,1429.035,1304.262,3.317,0.436,0.000056,16.176423,1.6239,9.248,0.1215,0
15,0.081,1432.667,1307.219,3.375,0.437,0.000077,17.962472,1.6883,9.4628,0.1269,0
8,0.079,1413.556,1298.302,3.466,0.477,0.000069,17.18699,1.836,10.3991,0.1259,0
12,0.083,1431.626,1310.841,3.385,0.456,0.00007,19.713242,2.0979,10.3424,0.1345,0
8,0.082,1430.166,1304.23,3.285,0.46,0.00006,17.346649,1.8591,9.9433,0.1255,0
6,0.081,1407.058,1297.452,3.439,0.463,0.00009,19.302542,2.1203,11.4697,0.1328,0
10,0.074,1410.007,1296.123,3.514,0.465,0.00005,15.420182,1.8282,9.9599,0.1183,0
11,0.078,1443.659,1313.266,3.34,0.409,0.00006,16.006779,1.6583,9.135,0.1208,0
16,0.082,1461.381,1323.299,3.516,0.422,0.000067,17.999828,1.4104,8.2412,0.1267,0
12,0.076,1427.755,1303.903,3.437,0.435,0.00006,15.725216,1.6073,9.1483,0.1188,0
15,0.076,1435.928,1308.052,3.439,0.453,0.000064,15.475997,1.4487,8.5334,0.1187,0
12,0.085,1431.73,1305.948,3.716,0.469,0.000076,19.068657,1.6594,9.0315,0.1327,0
8,0.085,1415.709,1298.713,3.063,0.508,0.000067,18.464689,2.2424,11.7223,0.1333,0
10,0.095,1429.52,1290.338,3.309,0.499,0.000036,11.794048,1.2665,6.7476,0.127,0
13,0.098,1546.124,1348.607,3.262,0.588,0.000027,9.981574,0.3386,3.8166,0.1306,0
11,0.081,1427.282,1298.503,3.247,0.602,0.000034,13.952715,1.844,9.4895,0.1202,0
6,0.08,1378.6,1287.362,3.226,0.504,0.000085,21.470393,2.7158,14.7707,0.1418,0
7,0.095,1389.119,1293.971,3.486,0.446,0.000125,30.380762,2.7092,13.784,0.1701,0
6,0.088,1394.35,1294.183,3.415,0.418,0.000095,23.776459,2.5895,14.0256,0.1506,0
6,0.091,1409.833,1303.145,3.235,0.423,0.000111,25.189524,2.5934,13.6038,0.1542,0
6,0.099,1380.196,1286.028,3.266,0.418,0.000188,31.262778,2.6904,14.8307,0.1698,0
6,0.085,1403.321,1297.425,3.398,0.488,0.000104,21.883052,2.3272,12.804,0.1432,0
7,0.09,1394.199,1294.926,3.48,0.427,0.000104,26.639419,2.4579,12.4832,0.158,0
6,0.087,1410.681,1299.11,3.266,0.436,0.000087,21.842767,2.3282,12.3055,0.1416,0
6,0.08,1396.379,1295.324,3.448,0.497,0.000085,20.133198,2.4681,13.62,0.1372,0
7,0.08,1404.897,1300.424,3.416,0.478,0.000058,19.578982,2.4784,12.5525,0.1367,0
6,0.085,1413.516,1299.611,3.363,0.45,0.000083,20.732172,2.1973,11.673,0.1378,0
7,0.076,1411.785,1302.869,3.358,0.406,0.000061,17.39158,2.2223,12.0528,0.128,0
7,0.08,1401.049,1298.027,3.474,0.424,0.000066,20.229253,2.3675,12.2411,0.1377,0
7,0.075,1407.835,1300.41,3.064,0.44,0.000045,16.724494,2.5489,13.5218,0.126,0
6,0.092,1383.361,1289.353,3.426,0.398,0.000161,27.603006,2.6709,14.5415,0.1603,0
7,0.089,1395.977,1294.014,3.404,0.421,0.000109,24.610122,2.4768,12.8025,0.152,0
6,0.08,1393.526,1292.323,3.09,0.451,0.000071,19.759141,2.4477,13.3577,0.1362,0
7,0.093,1395.354,1295.059,3.644,0.412,0.000134,26.212747,2.5043,13.2833,0.1603,0
6,0.084,1381.18,1287.559,3.216,0.415,0.000083,23.903439,2.6603,13.98,0.1465,0
8,0.087,1420.227,1304.006,3.3,0.42,0.000081,21.082981,2.1646,11.5219,0.1402,0
